"OPE ID","Institution Name","Institution City","Institution State","Institution Type And Control","Total Awards","Total Recipients"
"101600","UNIVERSITY OF NORTH ALABAMA","FLORENCE","AL","Public 4 Year","10338580","2466"
"3361400","FORTIS COLLEGE","FOLEY","AL","Proprietary 2 Year","1569496","443"
"101700","GADSDEN STATE COMMUNITY COLLEGE","GADSDEN","AL","Public 2 Year","11645693","3297"
"787100","GEORGE C WALLACE STATE CMTY CLG","HANCEVILLE","AL","Public 2 Year","10161920","2865"
"4149200","XCELL ACADEMY-A PAUL MITCHELL PARTNER SC","HOOVER","AL","Proprietary 2 Year","368056","97"
"3894300","HUNTSVILLE BIBLE COLLEGE","HUNTSVILLE","AL","Private 4 Year","321234","98"
"526000","J.F. DRAKE STATE TECH COLLEGE","HUNTSVILLE","AL","Public 2 Year","2904689","854"
"103300","OAKWOOD COLLEGE","HUNTSVILLE","AL","Private 4 Year","4223818","992"
"4211000","SALON PROFESSIONAL ACADEMY (THE)","HUNTSVILLE","AL","Proprietary 2 Year","174028","44"
"105500","UNIVERSITY OF ALABAMA IN HUNTSVILLE","HUNTSVILLE","AL","Public 4 Year","7639090","1894"
"102000","JACKSONVILLE STATE UNIVERSITY","JACKSONVILLE","AL","Public 4 Year","12693444","3062"
"102400","UNIVERSITY OF WEST ALABAMA","LIVINGSTON","AL","Public 4 Year","4709623","1093"
"2285000","PAUL MITCHELL THE SCHOOL HUNTSVILLE","MADISON","AL","Proprietary 2 Year","272904","67"
"102300","JUDSON COLLEGE","MARION","AL","Private 4 Year","714352","245"
"102600","MARION MILITARY INSTITUTE","MARION","AL","Public 2 Year","727592","164"
"4229400","MIDFIELD INSTITUTE OF COSMETOLOGY","MIDFIELD","AL","Private 2 Year","15826","4"
"3459300","SOUTHEASTERN SCHOOL OF COSMETOLOGY","MIDFIELD","AL","Private 2 Year","260251","62"
"103000","BISHOP STATE COMMUNITY COLLEGE","MOBILE","AL","Public 2 Year","8433088","2326"
"3783300","BLUE CLIFF CAREER COLLEGE","MOBILE","AL","Proprietary 2 Year","186986","56"
"4066300","CARDIAC AND VASCULAR INSTITUTE OF ULTRAS","MOBILE","AL","Proprietary 2 Year","127209","28"
"2341000","FORTIS COLLEGE","MOBILE","AL","Proprietary 2 Year","7057240","1999"
"104100","SPRING HILL COLLEGE","MOBILE","AL","Private 4 Year","2005160","455"
"102900","UNIVERSITY OF MOBILE","MOBILE","AL","Private 4 Year","2930805","731"
"105700","UNIVERSITY OF SOUTH ALABAMA","MOBILE","AL","Public 4 Year","20461848","4831"
"103400","ALABAMA SOUTHERN COMMUNITY COLLEGE","MONROEVILLE","AL","Public 2 Year","3310410","866"
"100400","UNIVERSITY OF MONTEVALLO","MONTEVALLO","AL","Public 4 Year","4637173","1085"
"100500","ALABAMA STATE UNIVERSITY","MONTGOMERY","AL","Public 4 Year","16572831","3730"
"2503400","AMRIDGE UNIVERSITY","MONTGOMERY","AL","Private 4 Year","924305","291"
"831000","AUBURN UNIVERSITY-MONTGOMERY","MONTGOMERY","AL","Public 4 Year","8003840","2003"
"100300","FAULKNER UNIVERSITY","MONTGOMERY","AL","Private 4 Year","7128010","1802"
"573400","H. COUNCILL TRENHOLM STATE TECH COLLEGE","MONTGOMERY","AL","Public 2 Year","3421144","932"
"4187300","HAIR ACADEMY (THE)","MONTGOMERY","AL","Proprietary 2 Year","44276","9"
"101900","HUNTINGDON COLLEGE","MONTGOMERY","AL","Private 4 Year","2211572","545"
"2296000","PRINCE INSTITUTE OF PROFESSIONAL STUDIES","MONTGOMERY","AL","Proprietary 2 Year","100596","25"
"569700","NORTHWEST- SHOALS COMMUNITY COLLEGE","MUSCLE SHOALS","AL","Public 2 Year","7430891","2203"
"100200","ALABAMA AGRCLTL & MECHL UNIV","NORMAL","AL","Public 4 Year","15292940","3370"
"4197500","UNIVERSITY ACADEMY OF HAIR DESIGN","NORTHPORT","AL","Proprietary 2 Year","157173","40"
"4121500","COLUMBIA SOUTHERN UNIVERSITY","ORANGE BEACH","AL","Proprietary 4 Year","21396830","6463"
"1218200","CHATTAHOOCHEE VALLEY CMTY CLG","PHENIX CITY","AL","Public 2 Year","4502539","1178"
"103100","NORTHEAST ALABAMA STATE CMNTY COLG","RAINSVILLE","AL","Public 2 Year","6006080","1687"
"1055400","CONCORDIA COLLEGE","SELMA","AL","Private 4 Year","2045118","473"
"569900","GEORGE C WALLACE STATE CMTY COLLEGE","SELMA","AL","Public 2 Year","5691258","1500"
"4067300","SELMA UNIVERSITY","SELMA","AL","Private 4 Year","1160050","282"
"573300","BEVILL STATE CMTY COLLEGE-WALKER","SUMITON","AL","Public 2 Year","8243229","2327"
"104600","TALLADEGA COLLEGE","TALLADEGA","AL","Private 4 Year","3750250","818"
"104700","TROY UNIVERSITY","TROY","AL","Public 4 Year","24068389","6427"
"569100","SHELTON STATE COMMUNITY CLG","TUSCALOOSA","AL","Public 2 Year","8816234","2594"
"104400","STILLMAN COLLEGE","TUSCALOOSA","AL","Private 4 Year","3265832","690"
"105100","UNIVERSITY OF ALABAMA (THE)","TUSCALOOSA","AL","Public 4 Year","26607130","6552"
"105000","TUSKEGEE UNIVERSITY","TUSKEGEE","AL","Private 4 Year","6713847","1459"
"104000","SOUTHERN UNION STATE COMMUNITY CLG","WADLEY","AL","Public 2 Year","9284490","2388"
"3065100","ABC BEAUTY COLLEGE","ARKADELPHIA","AR","Proprietary 2 Year","54623","16"
"109800","HENDERSON STATE UNIVERSITY","ARKADELPHIA","AR","Public 4 Year","7589769","1747"
"110200","OUACHITA BAPTIST UNIVERSITY","ARKADELPHIA","AR","Private 4 Year","1803216","429"
"108800","LYON COLLEGE","BATESVILLE","AR","Private 4 Year","1318310","305"
"2073500","UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE","BATESVILLE","AR","Public 2 Year","3106851","846"
"109100","ARKANSAS STATE UNIVERSITY - BEEBE","BEEBE","AR","Public 2 Year","5001196","1316"
"3063300","NORTHWEST ARKANSAS COMMUNITY COLLEG","BENTONVILLE","AR","Public 2 Year","9662928","2895"
"1286000","ARKANSAS NORTHEASTERN COLLEGE","BLYTHEVILLE","AR","Public 2 Year","1921162","556"
"773800","SOUTHERN ARKANSAS UNIVERSITY TECH","CAMDEN","AR","Public 2 Year","1900845","521"
"109400","UNIVERSITY OF THE OZARKS","CLARKSVILLE","AR","Private 4 Year","1314984","285"
"109300","CENTRAL BAPTIST COLLEGE","CONWAY","AR","Private 4 Year","1524067","387"
"109900","HENDRIX COLLEGE","CONWAY","AR","Private 4 Year","1126082","253"
"109200","UNIVERSITY OF CENTRAL ARKANSAS","CONWAY","AR","Public 4 Year","18155525","4277"
"3912300","CROSSETT SCHOOL OF COSMETOLOGY","CROSSETT","AR","Proprietary 2 Year","73780","22"
"2220900","COSSATOT COMMUNITY COLLEGE","DE QUEEN","AR","Public 2 Year","2162217","607"
"2202400","PROFESSIONAL COSMETOLOGY EDUC CTR","EL DORADO","AR","Proprietary 2 Year","117801","31"
"2074600","SOUTH ARKANSAS COMMUNITY COLLEGE","EL DORADO","AR","Public 2 Year","3252435","895"
"792100","PAUL MITCHELL THE SCHOOL ARKANSAS","FAYETTEVILLE","AR","Proprietary 2 Year","342045","87"
"110800","UNIV ARKANSAS FAYETTEVILLE","FAYETTEVILLE","AR","Public 4 Year","20386900","5056"
"704400","CROWLEYS RIDGE TECHNICAL INSTITUTE","FORREST CITY","AR","Public 2 Year","856743","222"
"1226000","EAST ARKANSAS COMMUNITY COLLEGE","FORREST CITY","AR","Public 2 Year","1774002","453"
"2363500","ARTHUR'S BEAUTY COLLEGE","FORT SMITH","AR","Proprietary 2 Year","414393","113"
"1074100","MELLIE'S BEAUTY COLLEGE","FORT SMITH","AR","Proprietary 2 Year","374180","98"
"111000","UNIVERSITY OF ARKANSAS-FORT SMITH","FORT SMITH","AR","Public 4 Year","13836363","3396"
"4220000","DESIGNER BARBER & STYLIST SCHOOL","FT SMITH","AR","Proprietary 2 Year","147046","39"
"1226100","NORTH ARKANSAS COLLEGE","HARRISON","AR","Public 2 Year","4572635","1242"
"110400","PHILLIPS COUNTY COMMUNITY COLLEGE","HELENA","AR","Public 2 Year","2603887","702"
"573200","UNIV AR COMMUNITY COLLEGE AT HOPE","HOPE","AR","Public 2 Year","3267751","885"
"3007100","HOT SPRINGS BEAUTY COLLEGE","HOT SPRINGS","AR","Proprietary 2 Year","178033","48"
"1210500","NATIONAL PARK COMMUNITY COLLEGE","HOT SPRINGS","AR","Public 2 Year","6289092","1691"
"2538500","ARTHUR'S BEAUTY COLLEGE","JACKSONVILLE","AR","Proprietary 2 Year","529400","155"
"109000","ARKANSAS STATE UNIVERSITY","JONESBORO","AR","Public 4 Year","22575100","5587"
"108700","ARKANSAS BAPTIST COLLEGE","LITTLE ROCK","AR","Private 4 Year","3996762","978"
"3005100","ARKANSAS BEAUTY SCHOOL","LITTLE ROCK","AR","Proprietary 2 Year","258819","87"
"3105200","BAPTIST HEALTH SCHOOLS LITTLE ROCK","LITTLE ROCK","AR","Private 2 Year","1470178","412"
"2272400","EASTERN COLLEGE OF HEALTH VOCATIONS","LITTLE ROCK","AR","Proprietary 2 Year","2099210","638"
"110300","PHILANDER SMITH COLLEGE","LITTLE ROCK","AR","Private 4 Year","2232971","475"
"110100","UNIV ARKANSAS LITTLE ROCK","LITTLE ROCK","AR","Public 4 Year","15475349","4025"
"110900","UNIVERSITY OF ARKANSAS FOR MEDICAL SCIEN","LITTLE ROCK","AR","Public 4 Year","1142673","273"
"3214300","VELVATEX COLLEGE OF BEAUTY CULTURE","LITTLE ROCK","AR","Proprietary 2 Year","191843","36"
"4183100","WASHINGTON BARBER COLLEGE","LITTLE ROCK","AR","Proprietary 2 Year","691975","178"
"110700","SOUTHERN ARKANSAS UNIVERSITY","MAGNOLIA","AR","Public 4 Year","7274639","1635"
"997600","COLLEGE OF THE OUACHITAS","MALVERN","AR","Public 2 Year","2361770","609"
"2087000","OZARKA COLLEGE","MELBOURNE","AR","Public 2 Year","2923230","813"
"2111100","RICH MOUNTAIN COMMUNITY COLLEGE","MENA","AR","Public 2 Year","1501427","412"
"3254300","MARGARET'S HAIR ACADEMY","MONTICELLO","AR","Proprietary 2 Year","114601","30"
"108500","UNIV ARKANSAS MONTICELLO","MONTICELLO","AR","Public 4 Year","7275053","1784"
"524500","U OF A COMM COLLEGE AT MORRILTON","MORRILTON","AR","Public 2 Year","4644638","1299"
"4238900","BEAUTY SCHOOL, (THE)","MOUNTAIN HOME","AR","Proprietary 2 Year","60454","14"
"4203400","ARKANSAS STATE UNIVERSITY - NEWPORT","NEWPORT","AR","Public 2 Year","4278859","1086"
"3023400","ARKANSAS COLLEGE OF BARBERING","NORTH LITTLE ROCK","AR","Proprietary 2 Year","526274","150"
"3124900","IMAGINE -  PAUL MITCHELL PARTNER SCHOOL","NORTH LITTLE ROCK","AR","Proprietary 2 Year","1377504","356"
"2525800","LEE'S SCHOOL OF COSMETOLOGY","NORTH LITTLE ROCK","AR","Proprietary 2 Year","72886","20"
"2284200","NEW TYLER BARBER COLLEGE INC","NORTH LITTLE ROCK","AR","Proprietary 2 Year","293511","70"
"2075300","PULASKI TECHNICAL COLLEGE","NORTH LITTLE ROCK","AR","Public 2 Year","18872391","5225"
"4183400","SALON PROFESSIONAL ACADEMY (THE)","NORTH LITTLE ROCK","AR","Proprietary 2 Year","288629","68"
"110500","SHORTER COLLEGE","NORTH LITTLE ROCK","AR","Private 2 Year","1194517","292"
"109500","CROWLEYS RIDGE COLLEGE","PARAGOULD","AR","Private 4 Year","530224","122"
"2330800","JEFFERSON SCHOOL OF NURSING","PINE BLUFF","AR","Private 2 Year","294152","72"
"4247600","NEW BEGINNINGS BEAUTY ACADEMY","PINE BLUFF","AR","Proprietary 2 Year","142251","32"
"570700","SEARK COLLEGE","PINE BLUFF","AR","Public 2 Year","4382730","1222"
"108600","UNIV OF ARKANSAS AT PINE BLUFF","PINE BLUFF","AR","Public 4 Year","8741035","1982"
"2052200","BLACK RIVER TECHNICAL COLLEGE","POCAHONTAS","AR","Public 2 Year","4038248","1044"
"4241800","ACADEMY OF PROFESSIONAL COSMETOLOGY","ROGERS","AR","Proprietary 2 Year","87647","27"
"3997300","ARKANSAS BEAUTY COLLEGE","RUSSELLVILLE","AR","Proprietary 2 Year","93184","25"
"108900","ARKANSAS TECH UNIVERSITY","RUSSELLVILLE","AR","Public 4 Year","20276964","5070"
"4241900","RIVER VALLEY SCHOOL OF MASSAGE","RUSSELLVILLE","AR","Proprietary 2 Year","25947","14"
"109700","HARDING UNIVERSITY","SEARCY","AR","Private 4 Year","4768479","1169"
"2569600","SEARCY BEAUTY COLLEGE","SEARCY","AR","Proprietary 2 Year","261624","78"
"110000","JOHN BROWN UNIVERSITY","SILOAM SPRINGS","AR","Private 4 Year","2384918","619"
"2341700","CAREER ACADEMY OF HAIR DESIGN","SPRINGDALE","AR","Proprietary 2 Year","739294","194"
"3855300","ECCLESIA COLLEGE","SPRINGDALE","AR","Private 4 Year","555133","143"
"2073700","NORTHWEST TECHNICAL INSTITUTE","SPRINGDALE","AR","Public 2 Year","577687","182"
"110600","WILLIAMS BAPTIST COLLEGE","WALNUT RIDGE","AR","Private 4 Year","1103176","250"
"2348200","MID-SOUTH COMMUNITY COLLEGE","WEST MEMPHIS","AR","Public 2 Year","3072298","949"
"2339800","SOUTHERN INSTITUTE OF COSMETOLOGY","WEST MEMPHIS","AR","Proprietary 2 Year","49720","17"
"1001000","AMERICAN SAMOA CMNTY COLLEGE","PAGO PAGO","AS","Public 4 Year","4378437","1098"
"3156300","ESTRELLA MOUNTAIN COMMUNITY COLLEGE","AVONDALE","AZ","Public 2 Year","14968384","4352"
"822100","UNIVERSAL TECHNICAL INSTITUTE","AVONDALE","AZ","Proprietary 2 Year","25237008","6428"
"3814300","TURNING POINT BEAUTY COLLEGE","CASA GRANDE","AZ","Proprietary 2 Year","130423","32"
"3072200","CHANDLER-GILBERT COMMUNITY COLLEGE","CHANDLER","AZ","Public 2 Year","9821593","2892"
"3347300","INTERNATIONAL BAPTIST COLLEGE","CHANDLER","AZ","Private 4 Year","152321","43"
"4152900","STUDIO ACADEMY OF BEAUTY (THE)","CHANDLER","AZ","Proprietary 2 Year","1306117","380"
"728300","CENTRAL ARIZONA COLLEGE","COOLIDGE","AZ","Public 2 Year","10733297","3179"
"107200","COCHISE COLLEGE","DOUGLAS","AZ","Public 2 Year","6680076","1853"
"3100400","COCONINO COUNTY COMMUNITY COLLEGE","FLAGSTAFF","AZ","Public 2 Year","3454319","1028"
"3120300","COLLEGE AMERICA","FLAGSTAFF","AZ","Proprietary 4 Year","4736436","1105"
"108200","NORTHERN ARIZONA UNIVERSITY","FLAGSTAFF","AZ","Public 4 Year","39681965","9859"
"4174200","ALL BEAUTY COLLEGE","FORT MOHAVE","AZ","Proprietary 2 Year","334861","85"
"4148700","AMERICAN INSTITUTE OF INTERIOR DESIGN","FOUNTAIN HILLS","AZ","Proprietary 2 Year","35065","7"
"3115000","ARIZONA COLLEGE OF ALLIED HEALTH","GLENDALE","AZ","Proprietary 4 Year","3927780","1108"
"107600","GLENDALE COMMUNITY COLLEGE","GLENDALE","AZ","Public 2 Year","26489166","7791"
"1186200","NORTHLAND PIONEER COLLEGE","HOLBROOK","AZ","Public 2 Year","2498449","803"
"1186400","MOHAVE COMMUNITY COLLEGE","KINGMAN","AZ","Public 2 Year","6364301","2170"
"2280500","CHARLES OF ITALY BEAUTY COLLEGE","LAKE HAVASU CITY","AZ","Proprietary 2 Year","235175","58"
"1085800","AVALON SCHOOL OF COSMETOLOGY","MESA","AZ","Proprietary 2 Year","2674095","790"
"3572300","EAST VALLEY INSTITUTE OF TECHNOLOGY","MESA","AZ","Public 2 Year","311743","86"
"107700","MESA COMMUNITY COLLEGE","MESA","AZ","Public 2 Year","25135064","7563"
"2199900","AMERICAN INDIAN CLG-ASSEMBLIES GOD","PHOENIX","AZ","Private 4 Year","281111","58"
"2317800","AMERICAN INSTITUTE OF TECHNOLOGY","PHOENIX","AZ","Proprietary 2 Year","1380343","508"
"711300","ARIZONA CHRISTIAN UNIVERSITY","PHOENIX","AZ","Private 4 Year","1359182","329"
"4051300","ART INSTITUTE OF PHOENIX (THE)","PHOENIX","AZ","Proprietary 4 Year","55713535","14817"
"2218800","BROOKLINE COLLEGE","PHOENIX","AZ","Proprietary 4 Year","7932995","2193"
"2100600","CARRINGTON COLLEGE","PHOENIX","AZ","Proprietary 2 Year","11649581","3306"
"2160305","COLLINS COLLEGE","PHOENIX","AZ","Proprietary 4 Year","100091","28"
"830300","GATEWAY COMMUNITY COLLEGE","PHOENIX","AZ","Public 2 Year","8145432","2474"
"107400","GRAND CANYON UNIVERSITY","PHOENIX","AZ","Proprietary 4 Year","111310591","29688"
"4157400","NATIONAL PARALEGAL COLLEGE","PHOENIX","AZ","Proprietary 4 Year","2474433","601"
"2623600","PARADISE VALLEY COMMUNITY COLLEGE","PHOENIX","AZ","Public 2 Year","7260087","2147"
"4174100","PAUL MITCHELL THE SCHOOL PHOENIX","PHOENIX","AZ","Proprietary 2 Year","563382","131"
"107800","PHOENIX COLLEGE","PHOENIX","AZ","Public 2 Year","18819957","5555"
"1168900","REFRIGERATION SCHOOL","PHOENIX","AZ","Proprietary 2 Year","2665259","721"
"2113800","ROBERTO-VENN SCH OF LUTHIERY","PHOENIX","AZ","Proprietary 2 Year","85439","23"
"2146600","SOUTH MOUNTAIN COMMUNITY COLLEGE","PHOENIX","AZ","Public 2 Year","7628648","2183"
"2100500","UNIVERSAL TECHNICAL INSTITUTE","PHOENIX","AZ","Proprietary 2 Year","18498921","4687"
"2098800","UNIVERSITY OF PHOENIX","PHOENIX","AZ","Proprietary 4 Year","404939008","108690"
"2171500","WESTERN INTERNATIONAL UNIVERSITY","PHOENIX","AZ","Proprietary 4 Year","1445119","424"
"2065300","PRESCOTT COLLEGE","PRESCOTT","AZ","Private 4 Year","902325","238"
"107900","YAVAPAI COLLEGE","PRESCOTT","AZ","Public 2 Year","8868308","2615"
"3005000","SAFFORD COLLEGE OF BEAUTY CULTURE","SAFFORD","AZ","Proprietary 2 Year","136579","30"
"4120900","ARIZONA CULINARY INSTITUTE","SCOTTSDALE","AZ","Proprietary 2 Year","231745","68"
"2623800","CORTIVA INSTITUTE - SCOTTSDALE","SCOTTSDALE","AZ","Proprietary 2 Year","212957","68"
"2616700","LE CORDON BLEU COLLEGE OF CULINARY ARTS","SCOTTSDALE","AZ","Proprietary 4 Year","9895339","2313"
"4175300","PENROSE ACADEMY","SCOTTSDALE","AZ","Proprietary 2 Year","421051","124"
"830400","SCOTTSDALE COMMUNITY COLLEGE","SCOTTSDALE","AZ","Public 2 Year","7112132","2050"
"4244900","SONORAN DESERT INSTITUTE","SCOTTSDALE","AZ","Proprietary 2 Year","534342","193"
"3784400","TOHONO O'ODHAM COMMUNITY COLLEGE","SELLS","AZ","Public 2 Year","478749","117"
"108100","ARIZONA STATE UNIV (ALL CAMPUSES)","TEMPE","AZ","Public 4 Year","114392783","29449"
"3097800","CARSTEN INSTITUTE OF HAIR & BEAUTY","TEMPE","AZ","Proprietary 2 Year","340498","101"
"3034400","CONSERVATORY RECORDING ARTS & SCIS","TEMPE","AZ","Proprietary 2 Year","1523898","429"
"1300519","OLYMPIAN ACADEMY OF COSMETOLOGY - INTERN","TEMPE","AZ","Proprietary 2 Year","300667","84"
"2177500","RIO SALADO COMMUNITY COLLEGE","TEMPE","AZ","Public 2 Year","12166867","4329"
"4217600","SESSIONS COLLEGE FOR PROFESSIONAL DESIGN","TEMPE","AZ","Proprietary 2 Year","347298","102"
"3593300","SOUTHWEST INSTITUTE OF HEALING ARTS","TEMPE","AZ","Proprietary 2 Year","1487063","392"
"2559000","UNIVERSITY OF ADVANCING TECHNOLOGY","TEMPE","AZ","Proprietary 4 Year","1428999","348"
"107300","EASTERN ARIZONA COLLEGE","THATCHER","AZ","Public 2 Year","4723453","1324"
"824600","DIN╔ COLLEGE","TSAILE","AZ","Public 4 Year","3964031","1060"
"886400","ARIZONA ACADEMY OF BEAUTY","TUCSON","AZ","Proprietary 2 Year","136824","44"
"1180200","ARIZONA ACADEMY OF BEAUTY-NORTH","TUCSON","AZ","Proprietary 2 Year","127113","41"
"4233100","ARIZONA SCHOOL OF INTEGRATIVE STUDIES","TUCSON","AZ","Proprietary 2 Year","310387","86"
"4194500","AVEDA INSTITUTE TUCSON","TUCSON","AZ","Proprietary 2 Year","976291","260"
"2582700","CORTIVA INSTITUTE - TUCSON","TUCSON","AZ","Proprietary 2 Year","756200","267"
"3445300","HDS TRUCK DRIVING INSTITUTE","TUCSON","AZ","Proprietary 2 Year","218341","55"
"726600","PIMA COUNTY COMMUNITY COLLEGE","TUCSON","AZ","Public 2 Year","30558967","9740"
"2217100","PIMA MEDICAL INSTITUTE","TUCSON","AZ","Proprietary 4 Year","29543544","8146"
"4177500","PURE AESTHETICS","TUCSON","AZ","Proprietary 2 Year","47584","20"
"2491500","SOUTHWEST UNIVERSITY OF VISUAL ARTS","TUCSON","AZ","Proprietary 4 Year","608624","131"
"446700","TUCSON COLLEGE","TUCSON","AZ","Proprietary 2 Year","1130202","274"
"4059300","TUCSON COLLEGE OF BEAUTY","TUCSON","AZ","Proprietary 2 Year","196174","56"
"108300","UNIVERSITY OF ARIZONA","TUCSON","AZ","Public 4 Year","47262327","10977"
"107100","ARIZONA WESTERN COLLEGE","YUMA","AZ","Public 2 Year","16530030","4859"
"2258600","AVALON SCHOOL OF COSMETOLOGY","ALAMEDA","CA","Proprietary 2 Year","439012","148"
"672000","COLLEGE OF ALAMEDA","ALAMEDA","CA","Public 2 Year","6171548","1600"
"2282300","ALHAMBRA BEAUTY COLLEGE","ALHAMBRA","CA","Proprietary 2 Year","364713","102"
"4243100","ALHAMBRA MEDICAL UNIVERSITY","ALHAMBRA","CA","Proprietary 4 Year","20974","7"
"4138700","PAUL MITCHELL THE SCHOOL - PASADENA","ALHAMBRA","CA","Proprietary 2 Year","714105","179"
"2608900","PINNACLE COLLEGE","ALHAMBRA","CA","Proprietary 2 Year","453403","120"
"3814400","SOKA UNIVERSITY OF AMERICA","ALISO VIEJO","CA","Private 4 Year","546599","123"
"3266300","BETHESDA UNIVERSITY OF CALIFORNIA","ANAHEIM","CA","Private 4 Year","612205","135"
"2543400","BROWNSON TECHNICAL SCHOOL","ANAHEIM","CA","Proprietary 2 Year","678864","177"
"2520200","CALIFORNIA CAREER SCHOOLS","ANAHEIM","CA","Proprietary 2 Year","42189","15"
"4133100","CALIFORNIA UNIVERSITY OF MANAGEMENT AND","ANAHEIM","CA","Private 4 Year","5775","1"
"4177200","REAL BARBERS COLLEGE (THE)","ANAHEIM","CA","Proprietary 2 Year","499434","140"
"2597300","SOUTH BAYLO UNIVERSITY","ANAHEIM","CA","Private 4 Year","103453","29"
"3113600","SOUTHERN CALIFORNIA INST OF TECHNOL","ANAHEIM","CA","Proprietary 4 Year","2552557","625"
"125800","PACIFIC UNION COLLEGE","ANGWIN","CA","Private 4 Year","3004064","730"
"112400","CABRILLO COLLEGE","APTOS","CA","Public 2 Year","11380477","3217"
"114900","HUMBOLDT STATE UNIVERSITY","ARCATA","CA","Public 4 Year","21975804","4832"
"123600","MENLO COLLEGE","ATHERTON","CA","Private 4 Year","1240485","266"
"111700","AZUSA PACIFIC UNIVERSITY","AZUSA","CA","Private 4 Year","12744867","3214"
"111800","BAKERSFIELD COLLEGE","BAKERSFIELD","CA","Public 4 Year","27832582","8836"
"799300","CALIF STATE UNIV BAKERSFIELD","BAKERSFIELD","CA","Public 4 Year","24007398","5415"
"2577900","SANTA BARBARA BUSINESS COLLEGE","BAKERSFIELD","CA","Proprietary 4 Year","2673789","646"
"3067400","BALDWIN PARK ADULT SCHOOL","BALDWIN PARK","CA","Public 2 Year","947220","263"
"111900","BARSTOW COMMUNITY COLLEGE","BARSTOW","CA","Public 2 Year","7023124","2097"
"3999300","BEAUMONT ADULT SCHOOL","BEAUMONT","CA","Public 2 Year","282828","59"
