"PELLID","Institution","State","Recipients","Awards"
"5255","Moultrie Technical College","GA","1106","1420479.2"
"30928","North Fulton Beauty College","GA","9","25820.619999999999"
"1585","North Georgia College & State University","GA","698","1459692.8799999999"
"5619","North Georgia Technical College","GA","819","877174.41000000003"
"30290","North Metro Technical College","GA","528","370666"
"5257","Northwestern Technical College","GA","785","925127"
"30300","Ogeechee Technical College","GA","1223","1260409"
"1586","Oglethorpe University","GA","226","534124"
"5511","Okefenokee Technical College","GA","940","992014.43999999994"
"1587","Paine College","GA","617","1725202"
"1588","Piedmont College","GA","383","880383"
"15663","Portfolio Ctr","GA","28","68335"
"35223","Powder Springs Beauty College","GA","12","27033"
"12051","Pro Way Hair School","GA","96","189530.5"
"16013","Pro Way Hair School","GA","195","349637.85999999999"
"1589","Reinhardt College","GA","242","596650"
"34183","Rising Spirit Institute Of Natural Health","GA","65","114241.64"
"31020","Rivertown School Of Beauty","GA","121","224598.70000000001"
"16419","Roffler - Moler Hairstyling College","GA","82","187991.62"
"33913","Ross Medical Education Center","GA","102","210671.95000000001"
"31555","Sandersville Technical College","GA","318","259997"
"15022","Savannah College Of Art & Design","GA","936","2137822"
"1590","Savannah State University","GA","1526","4105286.0800000001"
"5618","Savannah Technical Institute","GA","1555","1886448"
"1591","Shorter College","GA","674","1496349"
"1592","South Georgia College","GA","604","1306793.27"
"5617","South Georgia Technical College","GA","1186","1404146"
"13039","South University","GA","1483","2974940.9399999999"
"16715","Southeastern Beauty Schools","GA","41","65167"
"30815","Southeastern Beauty Schools","GA","93","160422"
"30665","Southeastern Technical College","GA","915","967798"
"1570","Southern Polytechnic State University","GA","557","1208518.4399999999"
"5615","Southwest Georgia Technical College","GA","1089","1192399"
"1594","Spelman College","GA","704","1831639"
"1601","State University Of West Georgia","GA","2016","4626520.2000000002"
"5616","Swainsboro Technical College (Formerly Swainsboro Technical Institute)","GA","511","615065"
"1555","Thomas University","GA","365","937645.40000000002"
"1596","Toccoa Falls College","GA","324","765599.5"
"1597","Truett Mcconnell College","GA","327","689474.21999999997"
"16156","Ultrasound Diagnostic School","GA","3011","6332283.9100000001"
"1598","University Of Georgia","GA","3349","7637735"
"31244","Valdosta Academy Of Beauty Culture","GA","28","50600"
"1599","Valdosta State University","GA","2520","5676987"
"5256","Valdosta Technical College","GA","1458","1631370.75"
"31161","Vogue Beauty School","GA","114","224241.01000000001"
"13537","Waycross College","GA","436","815285"
"1600","Wesleyan College","GA","238","563550"
"10487","West Central Technical College","GA","962","899811"
"5614","West Georgia Technical College","GA","803","838394"
"1604","Young Harris College","GA","110","242934"
"15361","Guam Community College","GU","912","1937211.05"
"34383","Pacific Islands Bible College","GU","137","395361.59999999998"
"3935","University Of Guam","GU","1239","3183402.3999999999"
"1606","Brigham Young University - Hawaii Campus","HI","665","1686664"
"1605","Chaminade University Of Honolulu","HI","700","1630923"
"13615","Hawaii Business College","HI","440","992578.91000000003"
"5258","Hawaii Community College","HI","711","1746333"
"14268","Hawaii Institute Of Hair Design","HI","88","186628.26000000001"
"7279","Hawaii Pacific University","HI","1306","2914978.0099999998"
"7775","Hollywood Beauty College","HI","77","202924.17999999999"
"1612","Honolulu Community College","HI","664","1334045.1599999999"
"16431","International College & Graduate School","HI","7","16896"
"1613","Kapiolani Community College","HI","1221","2358864.7000000002"
"1614","Kauai Community College","HI","261","515825.59999999998"
"4549","Leeward Community College","HI","733","1499102"
"1615","Maui Community College","HI","557","1069703.75"
"14464","Med-Assist School Of Hawaii","HI","183","344843.19"
"30208","New York Technical Institute Of Hawaii","HI","27","68717"
"30178","Travel Institute Of The Pacific","HI","343","846950"
"1611","University Of Hawaii At Hilo","HI","1049","2682234"
"1610","University Of Hawaii At Manoa","HI","2525","6339803.4800000004"
"14315","University Of Hawaii West Oahu","HI","181","411905.42999999999"
"10390","Windward Community College","HI","501","1015993.28"
"30691","Allen College","IA","80","143553"
"13972","American College Of Hairstyling-Cedar Rapids","IA","20","47051.010000000002"
"7658","American College Of Hairstyling-Des Moines","IA","22","63392"
"3963","American Institute Of Business","IA","345","637550.5"
"1846","Briar Cliff University","IA","352","775583"
"1847","Buena Vista University","IA","1310","2746286"
"14390","Capri College","IA","104","198228"
"7588","Capri College","IA","100","218623"
"7717","Capri College","IA","106","226576"
"1850","Central College","IA","420","923254"
"1852","Clarke College","IA","296","604085.04000000004"
"1854","Coe College","IA","310","724146"
"7941","College Of Hair Design","IA","48","105707"
"1856","Cornell College","IA","263","586876"
"17304","Davenport Barber Styling College","IA","32","85670.630000000005"
"4589","Des Moines Area Community College","IA","3244","5990633"
"15616","Des Moines University - Osteopathic Medical Center","IA","10","22850"
"1858","Divine Word College","IA","50","172925"
"1859","Dordt College","IA","423","963495.45999999996"
"1860","Drake University","IA","603","1365635"
"4075","Eastern Iowa Community College District","IA","2292","4675682.9299999997"
"1862","Ellsworth Community College","IA","450","940691.95999999996"
"16487","Emmaus Bible College","IA","108","261609"
"7611","Eq School Of Hair Design","IA","40","94159"
"7121","Faith Baptist Bible College & Theological Seminary","IA","151","310136.70000000001"
"15973","Faust Institute Of Cosmetology","IA","62","140262"
"1866","Graceland College","IA","513","1226804.6399999999"
"1867","Grand View College","IA","479","1054571"
"1868","Grinnell College","IA","178","427525"
"4220","Hamilton College","IA","1723","3300094.5800000001"
"12064","Hamilton Technical College","IA","459","1109727"
"4595","Hawkeye Community College","IA","1942","3963661.79"
"8298","Indian Hills Community College","IA","1661","3578104"
"4597","Iowa Central Community College","IA","1410","3222240"
"1864","Iowa Lakes Community College","IA","1054","2237375.1800000002"
"6267","Iowa Methodist Medical Center Schools","IA","1","3700"
"34413","Iowa School Of Beauty","IA","22","48899"
"16513","Iowa School Of Beauty","IA","36","67821"
"16306","Iowa School Of Beauty","IA","50","117084"
"15139","Iowa School Of Beauty","IA","97","207132"
"1869","Iowa State University Of Science & Technology","IA","5228","11832792.41"
"1871","Iowa Wesleyan College","IA","389","830432"
"4598","Iowa Western Community College - Council Bluffs","IA","1198","2464798"
"4586","Kaplan College","IA","1299","1922969"
"4076","Kirkwood Community College","IA","3752","7278365.3799999999"
"8424","La' James College Of Hairstyling","IA","42","106858.77"
"9593","La James College Of Hairstyling","IA","64","171273.06"
"16045","La' James College Of Hairstyling - Des Moines","IA","96","229713.73000000001"
"15133","La' James College Of Hairstyling-Davenport","IA","45","113028"
"13006","La'James College Of Hairstyling","IA","55","131516.87"
"7659","La'James College Of Hairstyling","IA","114","244423"
"1873","Loras College","IA","422","897992"
"1874","Luther College","IA","517","1108845.76"
"11113","Maharishi University Of Management","IA","90","226455"
"1875","Marshalltown Community College","IA","555","1187323.29"
"1876","Marycrest International University","IA","164","377869"
"6273","Mercy College Of Health Sciences","IA","144","285041.71000000002"
"1879","Morningside College","IA","347","729407"
"1880","Mount Mercy College","IA","348","719908.85999999999"
"1877","North Iowa Area Community College","IA","890","1849535"
"4587","Northeast Iowa Community College","IA","1756","3440222"
"1883","Northwestern College","IA","447","964524"
"4600","Nw Iowa Community College","IA","261","518544"
"12300","Palmer College Of Chiropractic","IA","76","185300"
"15245","Professional Cosmetology Institute","IA","51","118146"
"1887","Simpson College","IA","469","977655.05000000005"
"4603","Southeastern Community College","IA","1380","2774271.3999999999"
"1857","Southwestern Community College","IA","572","1230178"
"1889","St Ambrose University","IA","576","1221845.46"
"7291","St. Lukes College Of Nursing & Health Sciences","IA","55","118989.98"
"1881","The Franciscan University","IA","177","417293"
"1891","University Of Dubuque","IA","373","867958"
"1892","University Of Iowa","IA","3389","7093297.46"
"1890","University Of Northern Iowa","IA","3031","6431765.4299999997"
"1893","Upper Iowa University","IA","1380","2613714"
"26092","Vatterott College","IA","141","301182"
"1894","Vennard College","IA","65","137961.20999999999"
"1895","Waldorf College","IA","188","399215"
"1896","Wartburg College","IA","431","900806"
"4590","Western Iowa Tech Community College","IA","1628","3405272"
"1900","William Penn University","IA","617","1317561"
"1617","Albertson College Of Idaho","ID","201","500046"
"15667","American Institute Of Health Technology","ID","318","708209.48999999999"
"15783","Boise Bible College","ID","50","122001.25"
"1616","Boise State University","ID","5025","10671469.91"
"1625","Brigham Young University - Idaho","ID","4041","9822067.5999999996"
"15617","Career Beauty College","ID","55","114166.39"
"1619","College Of Southern Idaho","ID","2266","4924195"
"16251","Continental College Of Beauty & Barber Stylg","ID","73","105320.28"
"11133","Eastern Idaho Technical College","ID","365","822016.21999999997"
"16668","Headmasters School Of Hair Design","ID","74","185422"
"16433","Headmasters School Of Hair Design","ID","107","227698.29999999999"
"1620","Idaho State University","ID","5797","13633591.039999999"
"1621","Lewis-Clark State College","ID","1265","3054694"
"9873","Mr. Juan'S College Of Hair Design","ID","35","94444"
"16054","Mr. Leon'S School Of Hair Design","ID","87","229675"
"26071","New Images Academy","ID","136","321234"
"1623","North Idaho College","ID","1457","3301320"
"1624","Northwest Nazarene University -","ID","352","816319.5"
"17178","Razzle Dazzle College Of Hair Design","ID","83","171571"
"16432","School Of Hairstyling (The)","ID","37","114846"
"1626","University Of Idaho","ID","3151","7906032.4800000004"
"16663","Alvareita'S College Of Cosmetology","IL","26","62821"
"8328","Alvareita'S College Of Cosmetology","IL","45","93781"
"1628","American Academy Of Art","IL","140","306410"
"21799","Argosy University","IL","381","742402"
"1633","Augustana College","IL","382","767464"
"1634","Aurora University","IL","378","900837"
"1635","Barat College","IL","146","336717"
"13949","Beck Area Career Center","IL","31","89068"
"17036","Bell Mar Beauty College","IL","97","218869"
"1767","Benedictine University","IL","417","891542"
"1638","Black Hawk College","IL","2269","4300027"
"1639","Blackburn University","IL","257","555830"
"6214","Blessing Hospital","IL","39","75819"
"1641","Bradley University","IL","901","1986941"
"30997","Cains Barber College","IL","149","314487"
"30784","Cameo Beauty Academy","IL","81","149889.07000000001"
"15568","Cannella School Of Hair Design","IL","74","161830"
"11902","Cannella School Of Hair Design","IL","95","186119"
"16218","Cannella School Of Hair Design","IL","84","186607"
"8939","Cannella School Of Hair Design","IL","155","325430.41999999998"
"9595","Cannella School Of Hair Design","IL","168","352029"
"15253","Cannella School Of Hair Design","IL","162","353639"
"16171","Cannella School Of Hair Design","IL","160","355592"
"16694","Cannella School Of Hair Design","IL","263","608433"
"16426","Capital Area Career Center","IL","129","268261"
"13088","Capri Oak Forest Beauty College","IL","84","199478.23999999999"
"13087","Capri-Garfield Ridge School Of Beauty Culture","IL","204","447315.57000000001"
"8544","Career Colleges Of Chicago","IL","173","296706"
"7265","Carl Sandburg College","IL","1188","2365010"
"34557","Chicago School Of Massage Therapy","IL","85","108514"
"1694","Chicago State University","IL","3821","9461736.7300000004"
"34723","Chicago Urban League Computer Training Center","IL","31","36071"
"31993","Christian Life College","IL","19","44884"
"1647","City Colleges Of Chicago System Office","IL","16618","32125732.530000001"
"9455","Coiffure School Of Cosmetology Arts And Sciences","IL","1","2500"
"6656","College Of Du Page","IL","1896","3392987.29"
"7694","College Of Lake County","IL","1610","2761050.8100000001"
"17378","College Of Office Technology","IL","759","1771873"
"1665","Columbia College","IL","2730","6083001"
"34163","Computer Systems Institute","IL","114","211092.91"
"16393","Concept College Of Cosmetology","IL","32","66655"
"1666","Concordia University","IL","338","762535"
"16758","Cooking & Hospitality Institute Of Chicago (The)","IL","473","1068188.76"
"15086","Cosmetology And Spa Institute (The)","IL","22","50437"
"7549","Coyne American Institute","IL","516","927412"
"1669","Danville Area Community College","IL","1089","1962480.46"
"5190","Decatur Area Technical Academy-School Of Practical Nursing","IL","6","9170"
"1671","Depaul University","IL","3452","8067256.0300000003"
"16219","Devry Institute Of Technology","IL","3328","6642165.9299999997"
"10727","Devry University","IL","2647","6030651.2599999998"
"1750","Dominican University","IL","287","597094"
"12608","Du Quoin Beauty College","IL","64","145540.79000000001"
"1674","Eastern Illinois University","IL","1930","4519457.5"
"15310","East-West University","IL","1173","2374805"
"9475","Educators Of Beauty","IL","202","486907"
"1675","Elgin Community College","IL","933","1506533.22"
"1676","Elmhurst College","IL","462","1054887"
"17319","Environmental Technical Institute","IL","359","703382"
"1678","Eureka College","IL","222","470456"
"25849","First Institute","IL","23","46874"
"16924","Fox College","IL","168","312603.65999999997"
"4560","Gem City College","IL","36","74552"
"9145","Governors State University","IL","795","1724726.75"
"8938","Graham Hospital School Of Nursing","IL","34","100685"
"1684","Greenville College","IL","447","970378"
"15965","Hair Professionals Academy Of Cosmetology","IL","65","102718"
"16841","Hair Professionals Academy Of Cosmetology","IL","69","112364"
"16504","Hair Professionals Career College","IL","31","59999.5"
"25877","Hair Professionals Career College","IL","47","84479"
"15970","Hair Professionals School Of Cosmetology","IL","56","110933"
"30020","Hairmasters Institute Of Cosmetology","IL","86","161072"
"25995","Hanover Park College Of Beauty Culture","IL","17","31448"
"13601","Harrington Institute Of Interior Design","IL","185","328033.81"
"30838","Heartland Community College","IL","1084","1835819.6699999999"
"1685","Hebrew Theological College","IL","98","259025"
"1659","Herman M Finch University Of Health Sciences/ Chicago Medical School","IL","1","3438"
"1681","Highland Community College","IL","763","1373109.27"
"31018","Illinois Center For Broadcasting","IL","101","200238"
"6753","Illinois Central College","IL","1719","3250105.9199999999"
"1688","Illinois College","IL","290","649522"
"16295","Illinois Eastern Community College System Office","IL","1414","3135922.6200000001"
"12584","Illinois Institute Of Art (The)","IL","1081","2234065.54"
"1691","Illinois Institute Of Technology","IL","353","886730"
"30998","Illinois School Of Health Careers","IL","259","718410.95999999996"
"1692","Illinois State University","IL","3792","8274976.0899999999"
"1705","Illinois Valley Community College","IL","685","1292845.51"
"1696","Illinois Wesleyan University","IL","237","466825"
"15231","International Academy Of Design And Technology","IL","1431","2902326"
"8076","John A. Logan College","IL","1751","3748050.04"
"15276","John Amico'S School Of Hair Design","IL","67","157718"
"12813","John Wood Community College","IL","1088","1938538.8300000001"
"1699","Joliet Junior College","IL","1253","2348569.7799999998"
"1700","Judson College","IL","338","728839.27000000002"
"17267","Kankakee Academy Of Hair Design","IL","118","255499"
"7690","Kankakee Community College","IL","637","1132359.6200000001"
"1701","Kaskaskia College","IL","974","2029210.45"
"1703","Kendall College","IL","184","393349"
"7684","Kishwaukee College","IL","773","1521875.3600000001"
"1704","Knox College","IL","242","548044"
"16350","La'James College Of Hairstyling","IL","39","79440"
"1706","Lake Forest College","IL","256","630675"
"7644","Lake Land College","IL","1361","2948205.96"
"10501","Lakeview College Of Nursing","IL","29","72051"
"13178","Lamont'S International School Of Cosmetology","IL","40","103234"
"10020","Lewis & Clark Community College","IL","1487","2691284.3599999999"
"1707","Lewis University","IL","735","1695188"
"16942","Lexington College","IL","39","92525"
"1708","Lincoln Christian College And Seminary","IL","241","538085"
"1709","Lincoln College","IL","436","956743.64000000001"
"7170","Lincoln Land Community College","IL","1258","2157028.6899999999"
"16814","Lincoln Technical Institute","IL","84","114780"
"10316","Lincoln Technical Institute","IL","1141","2264731"
"1710","Loyola University Chicago","IL","1865","4408764"
"14120","Mac Daniel'S Beauty School","IL","123","255659"
"1716","Maccormac College","IL","370","775041.06999999995"
"1717","Macmurray College","IL","347","812427.76000000001"
"7691","Mchenry County College","IL","500","826581.31999999995"
"1722","Mckendree College","IL","586","1274442"
"6228","Methodist Hospital Of Central Illinois School Of Nursing","IL","57","131158.42000000001"
"4568","Midstate College","IL","402","737298.62"
"33683","Midwest Technical Institute","IL","178","416362"
"1657","Midwestern University","IL","121","318984"
"1724","Millikin University","IL","685","1586034.5"
"1725","Monmouth College","IL","302","682693.44999999995"
"7692","Moraine Valley Community College-","IL","1752","3328022.3399999999"
"8880","Morrison Institute Of Technology","IL","39","70034"
"1728","Morton College","IL","940","1695753.5900000001"
"17009","Mr. Johns School Of Cosmetology","IL","33","58797"
"36433","Mr. John'S School Of Cosmetology & Nails","IL","3","4850"
"15493","Mr. John'S School Of Cosmetology, Esthetics & Nails","IL","54","106971"
"7937","Ms Roberts Academy Of Beauty Culture","IL","21","39231"
"16088","Naes College","IL","49","120578"
"1732","National University Of Health Sciences (The)","IL","30","26939"
"1733","National-Louis University","IL","1768","3656238.5"
"17214","Niles School Of Cosmetology","IL","40","83873"
"1734","North Central College","IL","327","679822.60999999999"
"1735","North Park University","IL","508","1088103.9199999999"
"1693","Northeastern Illinois University","IL","3106","7365649"
"1737","Northern Illinois University","IL","4533","10913388.289999999"
"12362","Northwestern Business College","IL","1522","2451708"
"1739","Northwestern University","IL","870","2133069.5"
"9896","Oakton Community College","IL","987","1724472"
"16242","Oehrlein School Of Cosmetology","IL","22","46537"
"1741","Olivet Nazarene University-","IL","616","1413147.1299999999"
"11858","Olympia College","IL","324","611433.5"
"7118","Parkland College","IL","1992","4221894"
"10836","Pivot Point International Cosmetology Research Center","IL","226","523904.44"
"1640","Prairie State College","IL","1265","2321869.6499999999"
"16448","Professionals Choice Hair Design Academy","IL","4","10275"
"14271","Provena United Samaritans Medical Center School Of Rad. Tech. -","IL","3","10800"
"31283","Pyramid Career Institute","IL","76","88668"
"1745","Quincy University","IL","311","739142.68999999994"
"10737","Ravenswood Hospital Medical Center","IL","42","91698"
"7119","Rend Lake College","IL","1030","2152592.8799999999"
"10879","Richland Community College","IL","921","1543580.6000000001"
"1746","Robert Morris College","IL","4175","10073061.67"
"1747","Rock Valley College","IL","1267","2169707"
"8545","Rockford Business College","IL","401","777317"
"1748","Rockford College","IL","387","867683"
"1749","Roosevelt University","IL","1340","2686971"
"30829","Rosel School Of Cosmetology","IL","123","304581"
"9800","Rush University","IL","37","81868"
"9987","Saint Anthony College Of Nursing","IL","18","32886"
"6240","Saint Francis Medical Center College Of Nursing","IL","42","82914"
"1768","Saint Xavier University","IL","1023","2352513.6200000001"
"1752","Sauk Valley Community College","IL","698","1224500.04"
"1753","School Of The Art Institute Of Chicago","IL","457","1082869.74"
"7693","Shawnee Community College","IL","962","2039122.3700000001"
"1756","Shimer College","IL","59","148135.69"
"1769","South Suburban College Of Cook County","IL","2934","5122346.1100000003"
"1757","Southeastern Illinois College","IL","703","1525362.25"
"1758","Southern Illinois University At Carbondale","IL","6037","14851884"
"1759","Southern Illinois University Edwardsville","IL","2769","6448694.9800000004"
"1636","Southwestern Illinois College","IL","3087","5787672.5"
"31285","Spanish Coalition For Jobs","IL","83","166445"
"4571","Sparks College","IL","43","89776"
"1643","Spoon River College","IL","514","1050150"
"1761","Springfield College Illinois","IL","176","360836.62"
"30980","St Johns College","IL","23","45744.699999999997"
"15415","St. Augustine College","IL","1578","3283651.1499999999"
"11810","Taylor Business Institute","IL","289","699792.94999999995"
"13816","Telshe Yeshiva-Chicago","IL","24","70925"
"30653","Trend Setters College Of Cosmetology","IL","77","154093"
"10695","Tri County Beauty Academy","IL","14","27427"
"1771","Trinity Christian College","IL","218","461032.85999999999"
"4181","Trinity Hospital School Of Radiologic Technology","IL","11","35350"
"1772","Trinity International University","IL","432","923085.75"
"6225","Trinity Medical Center","IL","56","93280"
"1773","Triton College","IL","1847","3441285"
"1774","University Of Chicago (The)","IL","507","1240010"
"1776","University Of Illinois At Chicago","IL","5150","13335118.5"
"9333","University Of Illinois At Springfield","IL","582","1298622"
"1775","University Of Illinois At Urbana - Champaign","IL","4483","10998477"
"1664","University Of Saint Francis","IL","325","672040"
"14839","University Of Spa & Cosmetology Arts","IL","130","172905.54000000001"
"1778","Vandercook College Of Music","IL","30","80907"
"13944","Vatterott College","IL","509","1126265"
"36233","Vee'S School Of Beauty Culture","IL","23","59067.75"
"6931","Waubonsee Community College","IL","553","995544.43999999994"
"1780","Western Illinois University","IL","2931","6724962"
"16368","Westwood College Of Technology","IL","4","14950"
"30792","Westwood College Of Technology","IL","125","267678.21999999997"
"1781","Wheaton College","IL","301","690814"
"3961","William Rainey Harper College","IL","1241","2431310"
"1783","Worsham College Of Mortuary Science","IL","29","60171"
"16665","A Cut Above Beauty College","IN","69","140893"
"31763","American Trans Air Aviation Training Academy","IN","119","234190.51999999999"
"1784","Ancilla Domini College","IN","340","669609.56000000006"
"1785","Anderson University","IN","586","1268161"
"13918","Apex School Of Beauty Culture","IN","16","26425"
"1786","Ball State University","IN","3382","7547724.75"
"1787","Bethel College","IN","520","1070392"
"1788","Butler University","IN","400","921264"
"1834","Calumet College Of St. Joseph","IN","476","1032579.0699999999"
"26158","College Of Court Reporting","IN","85","172028.89000000001"
"14607","Commonwealth Business College","IN","1011","1967109.46"
"11505","Creative Hair Styling Academy","IN","70","156499"
"34567","Crossroads Bible College","IN","75","111206.03999999999"
"32623","David Demuth Institute Of Cosmetology","IN","32","73010.509999999995"
"1792","Depauw University","IN","296","649258"
"14523","Don Roberts Beauty School","IN","21","52870"
"13998","Don Roberts School Of Hair Design","IN","34","68383"
"1793","Earlham College","IN","242","563238"
"14626","Evansville Tri State Beauty College","IN","35","88870"
"1798","Franklin College Of Indiana","IN","242","521487"
"1799","Goshen College","IN","224","467038"
"1800","Grace College And Theological Seminary","IN","290","643991"
"26070","Hair Arts Academy","IN","32","54577"
"16691","Hair Fashions By Kaye Beauty College","IN","63","92034"
"16688","Hair Fashions By Kaye Beauty College","IN","151","310029.76000000001"
"1801","Hanover College","IN","171","394993"
"9515","Harrold Beauty Academy","IN","25","53329.309999999998"
"7263","Holy Cross College","IN","133","294484.38"
"1803","Huntington College","IN","193","393075"
"15218","Indiana Business College","IN","3057","6385289.0199999996"
"15222","Indiana Business College-Muncie","IN","308","584874.79000000004"
"1805","Indiana Institute Of Technology","IN","539","1115004"
"1807","Indiana State University","IN","2783","6426653.5"
"1814","Indiana University - Kokomo","IN","607","1143530.21"
"1815","Indiana University - Northwest","IN","1367","3102858.8599999999"
"1813","Indiana University - Purdue University Indianapolis","IN","5645","11800203.99"
"1811","Indiana University - Richmond","IN","1098","2246457.27"
"1816","Indiana University - South Bend","IN","1687","3492578.3999999999"
"1809","Indiana University Bloomington","IN","4645","11145299.59"
"1828","Indiana University Purdue University Ft Wayne","IN","2684","5362683.1900000004"
"1817","Indiana University Southeast","IN","1291","2731900.5699999998"
"1822","Indiana Wesleyan University","IN","1479","2952528.75"
"14207","International Business College","IN","412","909279.98999999999"
"7329","Itt Technical Institute -","IN","24279","49696192.18"
"9916","Ivy Tech State College - System Office","IN","23213","41305071.030000001"
"16285","J Everett Light Career Center","IN","47","99032.399999999994"
"16692","Knox Beauty College","IN","18","39236.779999999999"
"10409","Lafayette Beauty Academy","IN","44","109379"
"7938","Lincoln Technical Institute","IN","997","1926979.51"
"1820","Manchester College","IN","272","628335.34999999998"
"1821","Marian College","IN","465","939983"
"31006","Marion Community Tucker Area Vocational School","IN","16","37511"
"14975","Martin University","IN","453","918401.04000000004"
"16324","Masters Of Cosmetology College","IN","39","78119.300000000003"
"9613","Merrillville Beauty College","IN","218","363346.40000000002"
"4583","Michiana College","IN","1081","2211360.9900000002"
"10618","Mid America College Of Funeral Service","IN","55","110410"
"1824","Oakland City University","IN","442","997506"
"16289","Pj'S College Of Cosmetology","IN","38","72054.880000000005"
"15806","Pj'S College Of Cosmetology","IN","65","126467"
"9777","Professional Careers Institute","IN","512","1060945.8999999999"
"1825","Purdue University","IN","5225","11528126"
"1827","Purdue University - Calumet","IN","2109","4290738"
"1826","Purdue University North Central","IN","1113","2025112.79"
"14273","Ravenscroft Beauty College","IN","146","298643.40999999997"
"16593","Rogers Academy Of Hair Design","IN","154","305020.81"
"1830","Rose-Hulman Institute Of Technology","IN","233","534387"
"9673","Rudae'S School Of Beauty Culture","IN","119","260193"
"6257","Saint Elizabeth School Of Nursing","IN","60","136847.98999999999"
"15564","Sawyer College - Merrillville","IN","638","924104.21999999997"
"1833","St Joseph'S College","IN","212","482246"
"1835","St Mary Of The Woods College","IN","513","810374"
"1836","St Marys College","IN","191","448569"
"1838","Taylor University","IN","490","985976"
"1839","Tri-State University","IN","417","885603.46999999997"
"1795","University Of Evansville","IN","469","1054025"
"1804","University Of Indianapolis","IN","797","1572351.5"
"1840","University Of Notre Dame","IN","660","1488871.78"
"1832","University Of Saint Francis","IN","511","1095536.54"
"1808","University Of Southern Indiana","IN","2084","4497382.9500000002"
"1842","Valparaiso University","IN","443","980384"
"10151","Vincennes Beauty College","IN","32","58622"
"1843","Vincennes University","IN","2352","5439909.3300000001"
"1844","Wabash College","IN","157","362055.29999999999"
"8682","Academy Of Hair Design","KS","62","130462"
"1901","Allen County Community College","KS","591","1149806.6899999999"
"15587","American Academy Of Hair Design","KS","147","337824"
"1903","Baker University","KS","458","863935.38"
"1917","Barclay College","KS","99","222770"
"4608","Barton County Community College","KS","846","1669749"
"10256","Benedictine College","KS","374","950451.37"
"1904","Bethany College","KS","240","525617.59999999998"
"1905","Bethel College","KS","189","429264"
"6755","Brown Mackie College (The -)","KS","690","1355994.28"
"30662","Bryan Career College","KS","140","232559"
"1906","Butler County Community College","KS","2004","3641184"
"1908","Central Christian College Of Kansas","KS","171","400301"
"1909","Cloud County Community College","KS","676","1357054.1599999999"
"1910","Coffeyville Community College","KS","514","1111130.03"
"1911","Colby Community College","KS","507","1064047.3899999999"
"34503","Community College Of Cosmetology","KS","75","151763"
"1902","Cowley County Community College & Area Vocational-Technical School","KS","1073","2005610.1200000001"
"8332","Crums Beauty College","KS","58","121890.41"
"15525","Cutting Edge Hairstyling Academy","KS","125","279764.08000000002"
"1913","Dodge City Community College","KS","514","1112902"
"1914","Donnelly College","KS","569","898967"
"10461","Education America-Topeka Technical College","KS","165","294054"
"1927","Emporia State University","KS","1354","3126913"
"5264","Flint Hills Technical College","KS","145","275681"
"1915","Fort Hays State University","KS","1601","3655508"
"1918","Friends University","KS","903","1476771"
"1916","Ft Scott Community College","KS","540","1190366.29"
"1919","Garden City Community College","KS","621","1269319.4199999999"
"10438","Haskell Indian Nations University","KS","612","1393288"
"15944","Hays Academy Of Hair Design","KS","28","58164"
"1920","Hesston College","KS","142","330377"
"1921","Highland Community College","KS","506","948010"
"1923","Hutchinson Community College","KS","1066","2060402"
"1924","Independence Community College","KS","396","816451.39000000001"
"8244","Johnson County Community College","KS","1937","3426677"
"13564","Kansas City Kansas Area Technical School","KS","281","500579.08000000002"
"1925","Kansas City Kansas Community College","KS","1709","2995310.0699999998"
"14951","Kansas School Of Hair Styling","KS","80","199127"
"1928","Kansas State University","KS","4762","10642770.029999999"
"1929","Kansas Wesleyan University","KS","318","660268"
"10689","Kaw Area Technical School","KS","150","253373.98999999999"
"16599","La Baron Hairdressing Academy","KS","31","51991"
"1930","Labette Community College","KS","448","911975"
"5500","Manhattan Area Technical College","KS","157","338919.34999999998"
"1931","Manhattan Christian College","KS","127","283203.87"
"1933","Mcpherson College","KS","191","487762"
"7032","Midamerica Nazarene University","KS","430","887561.29000000004"
"1936","Neosho County Community College","KS","390","804135.26000000001"
"1939","Newman University","KS","481","1009737"
"5265","North Central Kansas Area Technical College -","KS","183","436155.12"
"14427","Northeast Kansas Technical College","KS","101","253081"
"5267","Northwest Kansas Technical School","KS","300","681127.81999999995"
"1937","Ottawa University","KS","663","1300817"
"26130","Pinnacle Career Institute","KS","109","190608"
"1926","Pittsburg State University","KS","1772","4048442.79"
"1938","Pratt Community College & Area Vocational School","KS","369","757463"
"5499","Salina Area Technical School","KS","103","210541"
"8228","Seward County Community College","KS","433","941601.18999999994"
"35293","Sidney'S Hairdressing College, Inc.","KS","23","50887"
"8172","Southwest Kansas Technical School","KS","82","195498"
"1940","Southwestern College","KS","338","758026.5"
"1943","St Mary College","KS","156","338391.25"
"1945","Sterling College","KS","181","411696"
"30313","Superior School Of Hairstyling","KS","253","546183"
"1946","Tabor College","KS","186","399091.23999999999"
"1948","University Of Kansas","KS","2770","6184516.5"
"4605","University Of Kansas Medical Center","KS","71","159282"
"13791","Vernon'S Kansas School Of Cosmetology","KS","95","156086.01000000001"
"1949","Washburn University - Topeka","KS","1587","3393658.02"
"5498","Wichita Area Technical College - Main Campus","KS","649","1150748.5"
