"PELLID","Institution","City","State","Recipients","Awards"
"30763","Beulah Heights Bible College","Atlanta","GA","204","406430.32000000001"
"1556","Brenau University","Gainesville","GA","498","870819.70999999996"
"1557","Brewton Parker College","Mount Vernon","GA","577","1055773.54"
"10487","Carroll Technical Institute","Carrollton","GA","625","484493"
"5620","Chattahoochee Technical Institute","Marietta","GA","1155","885083"
"1559","Clark Atlanta University","Atlanta","GA","1988","4372041.8799999999"
"8976","Clayton College & State University","Morrow","GA","1402","2276508.8799999999"
"1558","coastal Georgia Community College","Brunswick","GA","728","1029295"
"1561","Columbus State University","Columbus","GA","1597","2816147.21"
"5624","Columbus Technical Institute","Columbus","GA","1034","908186"
"4024","Coosa Valley Technical Institute","Rome","GA","970","793015"
"3484","Covenant College","Lookout Mountain","GA","331","593734.46999999997"
"3956","Dalton College","Dalton","GA","907","1264041.29"
"1543","Darton College","Albany","GA","1165","1801879.24"
"16582","DEKALB TECHNICAL INSTITUTE","Clarkston","GA","1411","1191471.6799999999"
"10436","East Central Technical Institute","Fitzgerald","GA","459","514751"
"10997","East Georgia College","Swainsboro","GA","551","956546.93999999994"
"1563","Emmanuel College","Franklin Springs","GA","309","600982"
"1564","Emory University","Atlanta","GA","761","1531895"
"5613","Flint River Technical Institute","Thomaston","GA","499","464449"
"9507","Floyd Junior College","Rome","GA","799","1199591.23"
"1566","Fort Valley State University","Fort Valley","GA","1735","3910369"
"1567","Gainesville College","Oakwood","GA","658","951995.93000000005"
"6203","Georgia Baptist College of Nursing","Atlanta","GA","100","193156"
"1602","Georgia College & State University","Milledgeville","GA","1029","1976976"
"1569","Georgia Institute of Technology","Atlanta","GA","1390","2633281.7999999998"
"1571","Georgia Military College","Milledgeville","GA","1468","2265742"
"1562","Georgia Perimeter College","Decatur","GA","3679","5888371.1799999997"
"1572","GEORGIA SOUTHERN UNIVERSITY","Statesboro","GA","4006","8282105.5700000003"
"1573","Georgia Southwestern State University","Americus","GA","875","1693136"
"1574","Georgia State University","Atlanta","GA","4549","7665791.9000000004"
"1575","Gordon College","Barnesville","GA","971","1556938.45"
"4117","GRADY HEALTH SYSTEM","Atlanta","GA","19","34603"
"5621","Griffin Technical Institute","Griffin","GA","516","402495"
"10771","Gupton - Jones College","Decatur","GA","132","252052"
"16139","Gwinnett Technical Institute","Lawrenceville","GA","389","388863"
"16070","Heart of Georgia Technical Institute","Dublin","GA","438","386429"
"1577","Kennesaw State University","Kennesaw","GA","2089","3532346.29"
"1578","La Grange College","La Grange","GA","267","527860"
"5254","Lanier Technical Institute","Oakwood","GA","400","322618"
"14170","Life University","Marietta","GA","226","411035"
"31009","Luther Rice Seminary","Lithonia","GA","20","25213"
"7728","Macon State College","Macon","GA","1505","2244306.2200000002"
"5763","Macon Technical Institute","Macon","GA","2749","3098300"
"1579","Medical College of Georgia","Augusta","GA","128","224819"
"1580","Mercer University","Macon","GA","1302","2571572.71"
"1581","Middle Georgia College","Cochran","GA","891","1602956.3300000001"
"14625","Middle Georgia Technical Institute","Warner Robins","GA","830","714220.47999999998"
"1582","Morehouse College","Atlanta","GA","998","2109772.5"
"1583","Morris Brown College","Atlanta","GA","1551","2997953.96"
"5255","Moultrie Area Technical Institute-Main Campus","Moultrie","GA","734","677063"
"1585","North Georgia & State University","Dahlonega","GA","528","936633"
"5619","North Georgia Technical Institute","Clarkesville","GA","606","630264"
"30290","North Metro Technical Institute","Acworth","GA","397","253128"
"5257","Northwestern Technical Institute","Rock Spring","GA","585","557854"
"30300","Ogeechee Techl Institute","Statesboro","GA","1051","778798"
"1586","Oglethorpe University","Atlanta","GA","203","369757"
"5511","Okefenokee Technical Institute","Waycross","GA","349","343533"
"1587","Paine College","Augusta","GA","647","1494874.97"
"4023","Pickens Technical Institute","Jasper","GA","293","257905"
"1588","Piedmont College","Demorest","GA","392","740712"
"1589","Reinhardt College","Waleska","GA","222","416503.39000000001"
"31555","Sandersville Regional Technical Institute","Sandersville","GA","222","209397"
"15022","Savannah College of Art & Design","Savannah","GA","739","1403235"
"1590","Savannah State University","Savannah","GA","1378","3039679.8199999998"
"5618","Savannah Technical Institute","Savannah","GA","811","944347"
"1591","Shorter College","Rome","GA","401","659279.80000000005"
"1592","South Georgia College","Douglas","GA","552","924709"
"5617","South Georgia Technical Institute","Americus","GA","895","833646"
"30665","Southeastern Technical Institute","Vidalia","GA","708","562615"
"1570","Southern Polytechnic State University","Marietta","GA","539","944317"
"1594","Spelman College","Atlanta","GA","692","1298619"
"1601","State University of West Georgia","Carrollton","GA","2089","3562329"
"5616","Swainsboro Technical Institute","Swainsboro","GA","432","460550"
"5615","Thomas Technical Institute","Thomasville","GA","932","772299.5"
"1555","Thomas University","Thomasville","GA","296","634605.05000000005"
"1596","Toccoa Falls College","Toccoa Falls","GA","348","668053.18000000005"
"1597","Truett McConnell College","Cleveland","GA","495","778077"
"1598","University of Georgia","Athens","GA","3700","6808736"
"1599","Valdosta State College","Valdosta","GA","2358","4413432.4500000002"
"5256","Valdosta Technical Institute","Valdosta","GA","1172","1057260.8899999999"
"13537","Waycross College","Waycross","GA","384","577743.19999999995"
"1600","Wesleyan College","Macon","GA","233","473069"
"5614","West Georgia Technical Institute","La Grange","GA","582","482525"
"1604","Young Harris College","Young Harris","GA","104","193964"
"15361","Guam Community College","Agana","GU","590","1102711.6200000001"
"3935","University of Guam","Mangilao","GU","1102","2372392.25"
"1606","Brigham Young University - Hawaii Campus","Laie","HI","644","1309843"
"1605","Chaminade University of Honolulu","Honolulu","HI","565","1094261.5"
"5258","Hawaii Community College","Hilo","HI","809","1643121.99"
"7279","Hawaii Pacific University","Honolulu","HI","1205","2135407.5899999999"
"1612","Honolulu Community College","Honolulu","HI","750","1292138"
"16431","International College & Graduate School","Honolulu","HI","11","24368"
"1613","Kapiolani Community College","Honolulu","HI","1066","1661704.8400000001"
"1614","Kauai Community College","Lihue","HI","259","417391"
"4549","LEEWARD COMMUNITY COLLEGE","Pearl City","HI","644","1012127.98"
"1615","Maui Community College","Kahului","HI","515","793428"
"1611","University of Hawaii at Hilo","Hilo","HI","886","1938734.8600000001"
"1610","University of Hawaii at Manoa","Honolulu","HI","2442","4943085.5099999998"
"14315","University of Hawaii W Oahu","Pearl City","HI","149","276059"
"10390","Windward Community College","Kaneohe","HI","393","647364"
"30691","Allen College","Waterloo","IA","66","120562"
"3963","American Institute of Business","Des Moines","IA","325","493567"
"1846","Briar Cliff College","Sioux City","IA","300","538778"
"1847","Buena Vista University","Storm Lake","IA","1101","1878555"
"1850","Central College","Pella","IA","375","699467"
"1852","Clarke College","Dubuque","IA","288","534641"
"1854","Coe College","Cedar Rapids","IA","327","591190.5"
"1856","Cornell College","Mount Vernon","IA","240","415455"
"4589","Des Moines Area Community College","Ankeny","IA","2628","4078988.2799999998"
"15616","Des Moines University - Osteopathic Medical Center","Des Moines","IA","10","19275"
"1858","Divine Word College","Epworth","IA","56","161356"
"1859","Dordt College","Sioux Center","IA","456","809657"
"1860","Drake University","Des Moines","IA","553","1030934"
"4075","Eastern Iowa Community College District","Davenport","IA","1976","3283922.9100000001"
"1862","Ellsworth Community College","Iowa Falls","IA","414","775423.43999999994"
"16487","Emmaus Bible College","Dubuque","IA","108","187130"
"7121","Faith Baptist Bible College & Theological Seminary","Ankeny","IA","147","255867"
"1866","Graceland College","Lamoni","IA","471","905930.93999999994"
"1867","GRAND VIEW COLLEGE","Des Moines","IA","378","691650.85999999999"
"1868","Grinnell College","Grinnell","IA","167","313886"
"4595","Hawkeye Community College","Waterloo","IA","1610","2635809.29"
"8298","Indian Hills Community College","Ottumwa","IA","1421","2442060"
"4597","Iowa Central Community College","Fort Dodge","IA","1123","2091792.3700000001"
"1864","Iowa Lakes Community College","Estherville","IA","844","1508658.4399999999"
"6267","Iowa Methodist Medical Center Schools","Des Moines","IA","2","3481"
"1869","IOWA STATE UNIVERSITY OF SCIENCE & TECHNOLOGY","AMES","IA","4905","8931245.9900000002"
"1871","Iowa Wesleyan College","Mount Pleasant","IA","284","492127.5"
"4598","IOWA WESTERN COMMUNITY COLLEGE","Council Bluffs","IA","1068","1812595"
"4076","Kirkwood Community College","Cedar Rapids","IA","2887","4859161.6900000004"
"1873","Loras College","Dubuque","IA","388","690073.85999999999"
"1874","Luther College","Decorah","IA","496","864565.5"
"11113","Maharishi University of Management","Fairfield","IA","96","204127"
"1875","Marshalltown Community College","Marshalltown","IA","427","732033.42000000004"
"1876","Marycrest International University","Davenport","IA","147","307001"
"6273","MERCY COLLEGE OF HEALTH SCIENCES","Des Moines","IA","117","199106"
"1879","Morningside College","Sioux City","IA","355","628638.5"
"1880","Mount Mercy College","Cedar Rapids","IA","314","539637.5"
"1881","Mount Saint Clare College","Clinton","IA","212","412092.10999999999"
"1877","North Iowa Area Community College","Mason City","IA","819","1351542.5"
"4587","Northeast Iowa Community College","Calmar","IA","1283","2180363.98"
"1883","Northwestern College","Orange City","IA","448","805439.02000000002"
"4600","NW Iowa Community College","Sheldon","IA","271","439818"
"12300","Palmer College of Chiropractic","Davenport","IA","64","118770.5"
"7291","Saint Lukes College of Nursing and Health Sciences","Sioux City","IA","36","60104"
"1887","Simpson College","Indianola","IA","443","759600.5"
"4603","Southeastern Community College","West Burlington","IA","868","1508136.8"
"1857","Southwestern Community College","Creston","IA","569","1065054.9399999999"
"1889","St Ambrose University","Davenport","IA","433","776487"
"14918","St Lukes Methodist Hospital School of Radiologic Technology","Cedar Rapids","IA","9","19040.5"
"1891","University of Dubuque","Dubuque","IA","281","479791"
"1892","University of Iowa","Iowa City","IA","3205","5545477.8700000001"
"1890","University of Northern Iowa","Cedar Falls","IA","2835","4917675.7199999997"
"1893","Upper Iowa University","Fayette","IA","1116","1737416"
"1894","Vennard College","University Park","IA","46","83291.5"
"1895","Waldorf College","Forest City","IA","183","318090"
"1896","Wartburg College","Waverly","IA","411","767726.75"
"4590","Western Iowa Tech Community College","Sioux City","IA","1341","2238756"
"1900","William Penn College","Oskaloosa","IA","562","1036219.88"
"1617","Albertson College of Idaho","Caldwell","ID","171","330411"
"15783","Boise Bible College","Boise","ID","43","91448"
"1616","Boise State University","Boise","ID","4177","7687398.0800000001"
"1619","College of Southern Idaho","Twin Falls","ID","2076","3261760.02"
"11133","Eastern Idaho Technical College","Idaho Falls","ID","250","485496"
"1620","Idaho State University","Pocatello","ID","5219","10183519.390000001"
"1621","Lewis-Clark State College","Lewiston","ID","1045","2114992"
"1623","North Idaho College","Coeur d'Alene","ID","1214","2264118.8100000001"
"1624","Northwest Nazarene University -","Nampa","ID","311","558338.67000000004"
"1625","Ricks College","Rexburg","ID","3120","5825327.3499999996"
"1626","University of Idaho","Moscow","ID","2833","5761178.46"
"1633","Augustana College","Rock Island","IL","340","578696"
"1634","Aurora University","Aurora","IL","323","616988"
"1635","Barat College","Lake Forest","IL","186","342725"
"13949","Beck Area Career Center","Red Bud","IL","38","90279"
"1767","Benedictine University","Lisle","IL","359","672092.5"
"1638","Black Hawk College","Moline","IL","1835","2802288.9199999999"
"1639","Blackburn University","Carlinville","IL","221","392062"
"6214","Blessing Hospital","Quincy","IL","16","21558"
"1641","Bradley University","Peoria","IL","740","1355776.47"
"16426","Capital Area Vocational Center","Springfield","IL","102","182319.23000000001"
"7265","Carl Sandburg College","Galesburg","IL","946","1559442"
"31554","Chicago Manufacturing Institute","Chicago","IL","15","33771"
"1694","Chicago State University","Chicago","IL","4199","8853834.3300000001"
"31993","Christian Life College","Mount Prospect","IL","25","38272"
"1647","City Colleges of Chicago System Office","Chicago","IL","14516","24177785.07"
"6656","College of Du Page","Glen Ellyn","IL","1214","1764475.29"
"7694","College of Lake County","Grayslake","IL","1086","1570424.02"
"1665","Columbia College","Chicago","IL","2589","4781025.3300000001"
"1666","Concordia University","River Forest","IL","295","512307"
"1669","Danville Area Community College","Danville","IL","795","1238643.1000000001"
"5190","Decatur Area Technical Academy-School of Practical Nursing","Decatur","IL","26","50452"
"1671","DePaul University","Chicago","IL","2811","5076121.5"
"1750","Dominican University","River Forest","IL","259","478979"
"1674","EASTERN ILLINOIS UNIVERSITY","Charleston","IL","1951","3513311"
"15310","East-West University","Chicago","IL","733","1368390.5"
"4181","EHS Trinity Hospital School of Radiologic Technology","Chicago","IL","11","29225"
"1675","Elgin Community College","Elgin","IL","739","1054662.2"
"1676","Elmhurst College","Elmhurst","IL","420","752862"
"1678","Eureka College","Eureka","IL","179","334033"
"9145","Governors State University","University Park","IL","694","1248232.1699999999"
"8938","Graham Hospital School of Nursing","Canton","IL","17","34329"
"1684","Greenville College","Greenville","IL","422","709449"
"30838","Heartland Community College","Bloomington","IL","751","1031667"
"1685","Hebrew Theological College","Skokie","IL","44","93068"
"1659","Herman M Finch University of Health Science Chicago Medical School","North Chicago","IL","2","3119"
"1681","Highland Community College","Freeport","IL","577","842361"
"6753","Illinois Central College","East Peoria","IL","1465","2285845.5499999998"
"1688","Illinois College","Jacksonville","IL","256","447052"
"16295","ILLINOIS EASTERN COMMUNITY COLLEGES - OLNEY CENTRAL COLLEGE","OLNEY","IL","1369","2452186.6899999999"
"1691","Illinois Institute of Technology","Chicago","IL","393","662629.5"
"1692","Illinois State University","Normal","IL","3679","6901005.4000000004"
"1705","Illinois Valley Community College","Oglesby","IL","571","913217.51000000001"
"1696","Illinois Wesleyan University","Bloomington","IL","310","525118.5"
"8076","John A. Logan College","Carterville","IL","1888","3330250.8399999999"
"12813","John Wood Community College","Quincy","IL","945","1341197"
"1699","Joliet Junior College","Joliet","IL","1004","1341453.29"
"1700","Judson College","Elgin","IL","323","563955.5"
"7690","Kankakee Community College","Kankakee","IL","685","975225.31000000006"
"1701","Kaskaskia College","Centralia","IL","742","1265902.5"
"1703","Kendall College","Evanston","IL","204","333072"
"7684","Kishwaukee College","Malta","IL","756","1207917.5"
"1704","Knox College","Galesburg","IL","235","425906"
"1706","LAKE FOREST COLLEGE","Lake Forest","IL","268","524362.5"
"7644","Lake Land College","Mattoon","IL","1077","1805416.1599999999"
"10501","Lakeview College of Nursing","Danville","IL","27","50763.5"
"10020","Lewis & Clark Community College","Godfrey","IL","1356","1994848.8999999999"
"1707","Lewis University","Romeoville","IL","662","1270439.24"
"16942","Lexington College","Chicago","IL","33","77397"
"1708","Lincoln Christian College and Seminary","Lincoln","IL","266","503839.96000000002"
"1709","Lincoln College","Lincoln","IL","397","693968.28000000003"
"7170","Lincoln Land Community College","Springfield","IL","1041","1557837.8"
"1710","Loyola University Chicago","Chicago","IL","1728","3368636.8100000001"
"1716","MacCormac College","Chicago","IL","374","650706"
"1717","MacMurray College","Jacksonville","IL","329","627438.72999999998"
"7691","McHenry County College","Crystal Lake","IL","471","649381.59999999998"
"1722","McKendree College","Lebanon","IL","564","985334"
"6228","Methodist Hospital of Central Illinois School of Nursing","Peoria","IL","68","152554"
"1657","Midwestern University","Downers Grove","IL","114","242311"
"1724","Millikin University","Decatur","IL","640","1157453.5"
"1725","Monmouth College","Monmouth","IL","278","509605.5"
"7692","Morain Valley Community College","Palos Hills","IL","1350","2136945.1699999999"
"8880","Morrison Institute of Technology","Morrison","IL","50","83168.5"
"1728","Morton College","Cicero","IL","780","1138257"
"16088","Naes College","Chicago","IL","30","52622.919999999998"
"1732","National College of Chiropractic (The)","Lombard","IL","1","1042"
"1733","National-Louis University","Evanston","IL","1736","3019155.6200000001"
"1734","North Central College","Naperville","IL","321","544148"
"1735","North Park University","Chicago","IL","416","782234"
"1693","Northeastern Illinois University","Chicago","IL","3046","5957170.9400000004"
"1737","NORTHERN ILLINOIS UNIVERSITY","DeKalb","IL","4101","8182703.79"
"1739","Northwestern University","Evanston","IL","917","1747602"
"9896","Oakton Community College","Des Plaines","IL","826","960184.14000000001"
"1741","Olivet Nazarene University-","Bourbonnais","IL","553","1063652.78"
"7118","Parkland College","Champaign","IL","1679","2916402.54"
"1640","Prairie State College","Chicago Heights","IL","1080","1587458.1599999999"
"14271","PROVENA UNITED SAMARITANS MEDICAL CENTER SCHOOL OF RAD. TECH. -","Danville","IL","4","8300"
"1745","Quincy University","Quincy","IL","340","629193"
"7119","Rend Lake College","Ina","IL","934","1545051.3400000001"
"10879","Richland Community College","Decatur","IL","780","1000313.5"
"1746","Robert Morris College","Chicago","IL","3368","6413218"
"1747","Rock Valley College","Rockford","IL","895","1245357"
"1748","Rockford College","Rockford","IL","333","627375.28000000003"
"1749","Roosevelt University","Chicago","IL","1178","1975775"
"9800","Rush University","Chicago","IL","45","84604"
"9987","Saint Anthony College of Nursing","Rockford","IL","21","31168"
"6240","Saint Francis Medical Center College of Nursing","Peoria","IL","40","63790"
"1768","Saint Xavier University","Chicago","IL","822","1503319.6000000001"
"1752","Sauk Valley Community College","Dixon","IL","560","870947.92000000004"
"1753","School of the Art Institute of Chicago","Chicago","IL","414","787593.09999999998"
"7693","Shawnee Community College","Ullin","IL","752","1301515.6299999999"
"1756","Shimer College","Waukegan","IL","57","108942"
"1769","South Suburban College","South Holland","IL","2097","3107308.6200000001"
"1757","Southeastern Illinois College","Harrisburg","IL","742","1357908.5"
"1758","Southern Illinois University at Carbondale","Carbondale","IL","6454","12920108"
"1759","SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE","Edwardsville","IL","2678","5124140.3799999999"
"1636","Southwestern Illinois College","Belleville","IL","2529","3978454.48"
"31285","Spanish Coalition for Jobs","Chicago","IL","59","63424"
"1643","Spoon River College","Canton","IL","463","751681"
"1761","Springfield College Illinois","Springfield","IL","172","300132.5"
"30980","St Johns College","Springfield","IL","24","56451.239999999998"
"15415","St. Augustine College","Chicago","IL","1345","2300125.0800000001"
"13816","Telshe Yeshiva-Chicago","Chicago","IL","23","52325.5"
"1774","The University of Chicago","Chicago","IL","599","1210434"
"1771","Trinity Christian College","Palos Heights","IL","161","284673.5"
"1772","Trinity International University","Deerfield","IL","514","954786"
"1773","Triton College","River Grove","IL","1658","2701688"
"1776","University of Illinois at Chicago","Chicago","IL","5358","11007697.17"
"9333","University of Illinois at Springfield","Springfield","IL","534","927181.5"
"1775","University of Illinois at Urbana - Champaign","Champaign","IL","4602","9321919.6300000008"
"1664","University of Saint Francis","Joliet","IL","299","493002.5"
"1778","VanderCook College of Music","Chicago","IL","33","74582"
"6931","Waubonsee Community College","Sugar Grove","IL","409","587174.73999999999"
"1780","WESTERN ILLINOIS UNIVERSITY","Macomb","IL","2762","5158029"
"1781","Wheaton College","Wheaton","IL","402","715478"
"3961","William Rainey Harper College","Palatine","IL","922","1478820.96"
"10618","Mid America College of Funeral Service","Jeffersonville","IN","43","71524"
"1784","Ancilla Domini College","Donaldson","IN","239","381251.53999999998"
"1785","Anderson University","Anderson","IN","565","1021417.5"
"1786","Ball State University","Muncie","IN","3425","6251137"
"1787","Bethel College","Mishawaka","IN","469","779401"
"1788","Butler University","Indianapolis","IN","408","750703"
"1834","Calumet College of St. Joseph","Whiting","IN","447","819080.77000000002"
"1792","Depauw University","Greencastle","IN","291","539779"
"1793","Earlham College","Richmond","IN","249","502282"
"13528","Ebberrt Education Center -- Anderson Community School Corporation","Anderson","IN","11","17727.099999999999"
"1798","Franklin College of Indiana","Franklin","IN","182","331586"
"15028","Good Samaritan Hospital School of Radiologic Technology","Vincennes","IN","5","11225"
"1799","Goshen College","Goshen","IN","219","368503"
"1800","Grace College Seminary","Winona Lake","IN","225","405712"
"1801","Hanover College","Hanover","IN","143","239754.19"
"7263","Holy Cross College","Notre Dame","IN","124","235325"
"1803","Huntington College","Huntington","IN","176","308742"
"1805","Indiana Institute of Technology","Fort Wayne","IN","288","485586"
"1807","Indiana State University","Terre Haute","IN","2444","4564361.9900000002"
"1814","INDIANA UNIVERSITY - KOKOMO","Kokomo","IN","502","789813.54000000004"
"1815","INDIANA UNIVERSITY - NORTHWEST","Gary","IN","1465","2798602.1000000001"
"1813","INDIANA UNIVERSITY - PURDUE UNIVERSITY AT INDIANAPOLIS","Indianapolis","IN","5418","9451900.0399999991"
"1811","INDIANA UNIVERSITY - RICHMOND","Richmond","IN","912","1461751.8999999999"
"1816","INDIANA UNIVERSITY - SOUTH BEND","South Bend","IN","1359","2257364.3199999998"
"1809","Indiana University Bloomington","Bloomington","IN","4417","8499665.0399999991"
"1828","INDIANA UNIVERSITY PURDUE UNIVERSITY FT WAYNE","Fort Wayne","IN","1834","3033951.96"
"1817","INDIANA UNIVERSITY SOUTHEAST","New Albany","IN","1219","2032840.73"
"1822","Indiana Wesleyan University","Marion","IN","1040","1525244.8899999999"
"9916","Ivy Tech State College - System Office","Indianapolis","IN","16445","25268952.949999999"
"16285","J Everett Light Career Center","Indianapolis","IN","41","78724"
"1820","Manchester College","North Manchester","IN","284","491465"
"1821","Marian College","Indianapolis","IN","368","642892"
"31006","Marion Community Tucker Area Vocational School","Marion","IN","17","40573"
"14975","Martin University","Indianapolis","IN","362","635565"
"1824","Oakland City University","Oakland City","IN","353","726776.38"
"1825","Purdue University","West Lafayette","IN","4904","8748149.7200000007"
"1827","PURDUE UNIVERSITY - CALUMET","Hammond","IN","2007","3316575.0600000001"
"1826","PURDUE UNIVERSITY - NORTH CENTRAL","Westville","IN","851","1270623.03"
"1830","Rose-Hulman Institute of Technology","Terre Haute","IN","226","389554"
"6257","Saint Elizabeth School of Nursing","Lafayette","IN","44","82606"
"1833","St Joseph's College","Rensselaer","IN","225","414049"
"1835","St Mary of the Woods College","Saint Mary of the Woods","IN","443","601273"
"1836","St Marys College","Notre Dame","IN","183","315694"
"1838","Taylor University","Upland","IN","430","756794"
"1839","Tri State University","Angola","IN","347","572407"
"1795","University of Evansville","Evansville","IN","497","893288.5"
"1804","University of Indianapolis","Indianapolis","IN","655","1034293.5"
"1840","University of Notre Dame","Notre Dame","IN","639","1264456"
"1832","University of Saint Francis","Fort Wayne","IN","396","648852.41000000003"
"1808","University of Southern Indiana","Evansville","IN","1843","3241794"
"1842","Valparaiso University","Valparaiso","IN","454","839389.5"
"1843","Vincennes University","Vincennes","IN","2037","3762281.7999999998"
"1844","Wabash College","Crawfordsville","IN","177","308679"
"1901","Allen County Community College","Iola","KS","445","697210.31999999995"
"1903","Baker University","Baldwin City","KS","323","534642.93000000005"
"1917","Barclay College","Haviland","KS","103","183613"
"4608","Barton County Community College","Great Bend","KS","795","1222552"
"10256","Benedictine College","Atchison","KS","271","531777.43000000005"
"1904","Bethany College","Lindsborg","KS","203","370204.87"
"1905","Bethel College","North Newton","KS","129","232154"
"1906","Butler County Community College","El Dorado","KS","1439","2131461"
"1908","Central Christian College of Kansas","McPherson","KS","128","263825"
"1909","Cloud County Community College","Concordia","KS","653","1084466.6399999999"
"1910","Coffeyville Community College","Coffeyville","KS","357","599355.70999999996"
"1911","Colby Community College","Colby","KS","467","803896.39000000001"
"1902","Cowley County Community Junior College","Arkansas City","KS","757","1230354.51"
"1913","Dodge City Community College","Dodge City","KS","503","858076.21999999997"
"1914","Donnelly College","Kansas City","KS","495","685646.5"
"1927","Emporia State University","Emporia","KS","1331","2399394.6899999999"
"5264","Flint Hills Technical College","Emporia","KS","123","212774"
"1918","Friends University","Wichita","KS","777","1137297"
"1915","Ft Hays State University","Hays","KS","1536","2739952.77"
"1916","Ft Scott Community College","Fort Scott","KS","461","842356"
"1919","Garden City Community College","Garden City","KS","570","958766.94999999995"
"10438","HASKELL INDIAN NATIONS UNIVERSITY","Lawrence","KS","451","808299"
"1920","Hesston College","Hesston","KS","119","230569"
"1921","Highland Community College","Highland","KS","451","756528"
"1923","Hutchinson Community College","Hutchinson","KS","836","1319871"
"1924","Independence Community College","Independence","KS","353","631807.35999999999"
"8244","Johnson County Community College","Overland Park","KS","1627","2344346.02"
"13564","Kansas City Kansas Area Vocational Technical School","Kansas City","KS","236","347099.85999999999"
"1925","Kansas City Kansas Community College","Kansas City","KS","1484","2294246.77"
"1928","Kansas State University","Manhattan","KS","4413","7975850.9900000002"
"1929","Kansas Wesleyan University","Salina","KS","287","511619"
"10689","Kaw Area Technical School","Topeka","KS","112","168449"
"1930","Labette Community College","Parsons","KS","316","559641"
"5500","Manhattan Area Technical College","Manhattan","KS","169","245296.54999999999"
"1931","Manhattan Christian College","Manhattan","KS","164","317810.89000000001"
"1933","McPherson College","McPherson","KS","213","394529.72999999998"
"7032","MidAmerica Nazarene University","Olathe","KS","395","612405.34999999998"
"1936","Neosho County Community College","Chanute","KS","297","482283.70000000001"
"1939","Newman University","Wichita","KS","369","652655"
"5265","North Central Kansas Area Technical College -","Beloit","KS","216","394066.70000000001"
"14427","Northeast Kansas Area Technical School","Atchison","KS","87","148381"
"5267","Northwest Kansas Technical School","Goodland","KS","264","493968"
"1937","Ottawa University","Ottawa","KS","544","793360"
"1926","Pittsburgh State University","Pittsburgh","KS","1708","3104385.4900000002"
"1938","Pratt Community College & Area Vocational School","Pratt","KS","291","471962"
"5499","Salina Area Technical School","Salina","KS","95","162375"
"8228","Seward County Community College","Liberal","KS","364","662172.26000000001"
"13817","Southeast Kansas Area Vocational Technical School","Coffeyville","KS","92","127478"
"8172","Southwest Kansas Technical School","Liberal","KS","108","189734.42999999999"
"1940","Southwestern College","Winfield","KS","277","529735"
"1943","St Mary College","Leavenworth","KS","159","250658.26999999999"
"1945","Sterling College","Sterling","KS","162","310609.25"
"1946","Tabor College","Hillsboro","KS","173","303009"
"1948","University of Kansas","Lawrence","KS","2939","5269267.3300000001"
"4605","University Of Kansas Medical Center","Kansas City","KS","100","198143"
"1949","Washburn University - Topeka","Topeka","KS","1380","2388548.0499999998"
"5498","WICHITA AREA TECHNICAL COLLEGE","Wichita","KS","528","778420.76000000001"
"1950","Wichita State University","Wichita","KS","2569","4651384.71"
"25909","Wright Business School","Overland Park","KS","1096","2118826.9500000002"
"1951","Alice Lloyd College","Pippa Passes","KY","274","530247.72999999998"
"1952","Asbury College","Wilmore","KY","304","541211.63"
"1954","Bellarmine College","Louisville","KY","291","499374.75"
"1955","Berea College","Berea","KY","1190","2600313.8199999998"
"1958","BRESCIA UNIVERSITY","Owensboro","KY","199","414809.14000000001"
"1959","Campbellsville University","Campbellsville","KY","681","1353992.3500000001"
"5244","Central Kentucky Technical College","Lexington","KY","4457","7541031.1399999997"
"1961","Centre College of Kentucky","Danville","KY","169","342386"
"17044","Clear Creek Baptist Bible College","Pineville","KY","142","336823.5"
"1962","Cumberland College","Williamsburg","KY","646","1346337"
"1963","Eastern Kentucky University","Richmond","KY","4846","9586587.1400000006"
"1964","Georgetown College","Georgetown","KY","287","554103"
"1965","Kentucky Christian College","Grayson","KY","199","414528"
"30021","Kentucky Mountain Bible College","Vancleve","KY","46","94870"
"1968","Kentucky State University","Frankfort","KY","1080","2418805.5"
"1969","Kentucky Wesleyan College","Owensboro","KY","237","478214.40000000002"
"1972","Lindsey Wilson College","Columbia","KY","787","1602345.8999999999"
"25762","Mid-Continent College","Mayfield","KY","165","303395"
"1975","Midway College","Midway","KY","294","506343"
"1976","Morehead State University","Morehead","KY","3339","7013922.1399999997"
"1977","Murray State University","Murray","KY","2216","4340936.9199999999"
"9275","Northern Kentucky University","Highland Heights","KY","2099","4046996"
"1980","Pikeville College","Pikeville","KY","462","1041557.34"
"1983","Saint Catharine College","Saint Catharine","KY","227","423148"
"1960","Spalding University","Louisville","KY","396","737189.20999999996"
"2001","Thomas More College","Crestview Hills","KY","209","350183"
"1987","Transylvania University","Lexington","KY","190","352072"
"1988","Union College","Barbourville","KY","323","660462"
"1989","UNIVERSITY OF KENTUCKY","Lexington","KY","20314","38359352.5"
"1999","University of Louisville","Louisville","KY","3303","5952206"
"2002","WESTERN KENTUCKY UNIVERSITY","Bowling Green","KY","4140","7733528.2199999997"
"16560","Baton Rouge General Medical Center","Baton Rouge","LA","59","87614"
"12033","Bossier Parish Community College","Bossier City","LA","1115","2188149.29"
"2003","Centenary College Of Louisiana","Shreveport","LA","180","353610"
